"Record","Station","Year","Lat","Lon","LonUTMAlbers","LatUTMAlbers","BottomDepth","BottomTemp","Actinaugeverrilli","Actiniaria","Albatrossiapectoralis","Allocentrotusfragilis","Anoplopomafimbria","Aphrocallistesvastus","Atheresthesstomias","Bathymastersignatus","Bathyplotessp.","Bathyrajaaleutica","Bathyrajainterrupta","Berryteuthismagister","Chionoecetesbairdi","Chlamysrubida","Chlamyssp.","Chrysaoramelanaster","Crossasterpapposus","Ctenodiscuscrispatus","Cyaneacapillata","Dasycottussetiger","Elassochirustenuimanus","Fusitritonoregonensis","Gadusmacrocephalus","Glyptocephaluszachirus","Gorgonocephaluseucnemis","Hemilepidotusjordani","Hemitripterusbolini","Henriciasp.","Hippoglossoideselassodon","Hippoglossusstenolepis","Hyaslyratus","Hydrolaguscolliei","Isopsettaisolepis","Lepidopsettabilineata","Lepidopsettapolyxystra","Lepidopsettasp.","Lethasteriasnanimensis","Lycodesbrevipes","Lycodespalearis","Lyopsettaexilis","Malacocottuszonurus","Mallotusvillosus","Metridiumfarcimen..Metridiumgiganteum.","Microstomuspacificus","Myoxocephaluspolyacanthocephalus","Ophiodonelongatus","Ophiurasarsi","Oregoniagracilis","Paguridae","Pagurusaleuticus","Pagurusbrandti","Pandalopsisdispar","Pandaluseous..borealis.","Pandalusjordani","Parophrysvetulus","Platichthysstellatus","Pleurogrammusmonopterygius","Porifera","Pycnopodiahelianthoides","Rajabinoculata","Rajarhina","Scyphozoa","Sebastesalutus","Sebastesbabcocki","Sebastesborealis","Sebastesbrevispinis","Sebastespolyspinis","Sebastesvariabilis","Sebastesvariegatus","Sebasteszacentrus","Sebastolobusalascanus","Squalusacanthias","Stegophiuraponderosa","Strongylocentrotusdroebachiensis","Thaleichthyspacificus","Thaliacea","Theragrachalcogramma","Zaprorasilenus"
7103,"158-77",2011,55.51755,-156.96143,-437099.094369152,5647979.15909911,89,5.2,NA,NA,NA,NA,NA,NA,2.6257,0.2155,NA,NA,NA,NA,NA,NA,0.521,NA,NA,NA,NA,NA,0.0107,0.1802,6.2427,NA,0.1335,0.7291,NA,NA,0.1704,16.8204,NA,NA,NA,15.7787,2.7936,NA,NA,NA,NA,NA,NA,NA,2.6708,NA,NA,NA,NA,NA,NA,NA,0.1286,NA,NA,NA,NA,NA,NA,0.145,NA,NA,NA,NA,0.0623,NA,NA,NA,12.3584,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2466,NA
7104,"433-77",2011,55.5198,-134.18783,985778.153818786,5739576.76933364,128,7,NA,NA,NA,NA,NA,NA,9.6752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6298,NA,NA,NA,2.5394,0.0313,NA,NA,NA,NA,NA,8.4596,NA,0.2751,NA,0.5925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4971,NA
7105,"167-84",2011,55.83432,-156.18268,-385172.896440944,5678603.5345192,212,5.5,NA,NA,NA,NA,21.3823,NA,63.1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6806,NA,NA,NA,0.0112,NA,28.4552,0.0439,NA,NA,NA,6.0317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6434,NA,NA,NA,NA,NA,NA,NA,0.1332,NA,0.0112,NA,NA,NA,NA,NA,NA,6.5104,NA,1.8989,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA,1.9276,NA,64.0273,NA
7106,"124-84",2011,55.83557,-159.79417,-608912.771680694,5704754.22430041,46,4.9,NA,NA,NA,NA,NA,NA,37.5851,NA,NA,NA,NA,NA,NA,NA,NA,0.0979,NA,0.0141,NA,NA,NA,0.0115,21.7816,NA,NA,NA,NA,NA,30.9607,51.1439,NA,NA,NA,0.1058,1.0847,NA,NA,NA,NA,NA,NA,0.0265,1.7901,NA,0.4427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328,NA,0.1208,NA
7107,"423-84",2011,55.84022,-135.0779,923496.273869123,5762214.15734927,185,6,NA,NA,NA,NA,NA,0.1672,2.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2448,NA,NA,NA,26.2995,0.9573,NA,NA,NA,NA,NA,NA,NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9169,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1171,NA,NA,NA,NA,NA,NA,NA,NA,2.3064,NA,NA,38.2274,NA,NA,NA,0.7271,0.5211,NA,0.0105,NA,NA,0.0412,NA,NA
7108,"187-92",2011,56.15668,-154.5478,-281122.310588779,5706659.50386764,94,5.4,NA,NA,NA,NA,NA,NA,4.5573,0.4744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1214,NA,3.976,NA,0.4074,1.7228,NA,NA,3.2326,0.0407,NA,NA,NA,NA,NA,0.0704,NA,NA,NA,NA,NA,4.6337,NA,NA,NA,NA,NA,NA,NA,0.0475,NA,NA,NA,NA,NA,NA,0.6654,NA,NA,NA,NA,0.5372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0093,0.2639,NA
7109,"201-92",2011,56.16418,-153.37632,-208734.043077975,5703340.07263883,553,4.1,NA,NA,181.7103,NA,121.9704,NA,23.5916,NA,NA,NA,NA,0.5894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2695,NA,0.0104,NA,NA,NA,NA,NA
7110,"161-99",2011,56.47685,-156.67118,-408579.557694229,5752967.58182196,171,4.4,NA,NA,NA,NA,NA,0.0356,55.2307,NA,NA,NA,NA,NA,0.0061,NA,NA,NA,0.0052,NA,NA,NA,NA,NA,22.7936,5.6854,NA,NA,NA,NA,16.1882,1.2712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4235,NA,NA,NA,NA,NA,NA,NA,0.046,0.0035,NA,NA,NA,0.4566,0.0408,NA,NA,NA,NA,0.5633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1454,NA
7111,"205-99",2011,56.4916,-153.07532,-188507.074014015,5739057.94336669,74,4.8,NA,NA,NA,NA,NA,NA,42.9954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7283,NA,NA,0.6144,11.2638,15.2795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7112,"420-100",2011,56.52053,-135.2632,896081.893546803,5834115.00739011,97,6.8,NA,NA,NA,NA,NA,NA,0.1757,NA,NA,NA,NA,NA,NA,NA,NA,0.0213,NA,NA,NA,NA,NA,NA,0.9299,0.1467,NA,NA,NA,NA,NA,1.9139,NA,NA,NA,0.9913,NA,NA,NA,NA,NA,0.1672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0955,NA,NA,0.3242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5076,NA
7113,"163-100",2011,56.53358,-156.554,-400822.941949682,5758597.39720884,191,4.6,NA,NA,NA,NA,2.8791,0.029,34.9342,NA,NA,0.0571,NA,NA,0.0108,NA,NA,NA,NA,0.0058,NA,NA,NA,NA,NA,2.5896,0.2399,NA,NA,NA,7.0572,6.5157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0083,NA,1.0424,NA,NA,NA,NA,NA,NA,NA,0.1423,0.0554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,5.237,NA,15.0658,NA
7114,"175-100",2011,56.54707,-155.54145,-338922.706495636,5754674.83907005,94,5.5,NA,NA,NA,NA,NA,NA,573.632,NA,NA,NA,1.0677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.4971,11.6529,0.2613,NA,NA,NA,25.4507,15.4458,NA,NA,0.1272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8081,NA
7115,"422-104",2011,56.71005,-135.11677,900312.003628021,5856735.06810462,225,5.7,NA,NA,NA,NA,0.373,NA,1.7345,NA,NA,NA,NA,0.8433,0.3139,NA,NA,NA,NA,NA,1.4945,0.0313,NA,NA,4.0254,5.1599,NA,NA,NA,NA,12.5195,NA,NA,49.052,NA,NA,NA,NA,NA,0.0261,NA,1.4676,NA,NA,NA,0.1556,NA,NA,NA,NA,NA,NA,NA,1.1772,2.7986,NA,NA,NA,NA,NA,NA,1.2824,7.9281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0548,NA,8.0203,NA
7116,"220-104",2011,56.72137,-151.81985,-110897.262788871,5762023.18162581,132,5.5,NA,NA,NA,NA,NA,NA,45.7703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1979,NA,NA,NA,NA,NA,NA,27.0541,NA,NA,NA,3.0055,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.9202,NA,NA,NA,0.5515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7117,"167-105",2011,56.72732,-156.24897,-380261.066784621,5778451.36573876,194,4.4,NA,NA,NA,NA,0.4924,0.2211,17.2302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0082,NA,NA,NA,0.0543,6.2024,0.9207,NA,NA,NA,NA,3.4444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,0.0625,NA,NA,NA,NA,NA,NA,NA,NA,0.5319,0.5409,0.0173,NA,NA,0.6387,0.0074,NA,NA,NA,NA,0.1726,NA,NA,NA,NA,0.5442,NA,NA,NA,NA,NA,NA,11.7594,NA,4.1431,NA
7118,"23-17",2011,53.01093,-168.06722,-1195867.63691244,5503322.62469688,127,4.6,NA,NA,NA,NA,NA,NA,6.3783,NA,NA,NA,NA,NA,NA,NA,0.0086,NA,NA,NA,NA,NA,NA,NA,2.7611,0.1738,0.0197,NA,NA,0.0265,0.946,8.6142,NA,NA,NA,NA,0.6772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8022,NA
7119,"22-18",2011,53.03683,-168.1993,-1203654.15421329,5508408.84470555,122,4.5,NA,0.0169,NA,NA,NA,NA,7.1728,NA,NA,NA,NA,NA,NA,NA,0.1625,NA,0.0271,0.0516,NA,NA,NA,0.0914,4.8211,2.4651,1.0396,NA,NA,0.0059,0.3818,10.0857,NA,NA,NA,NA,NA,NA,0.0076,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0186,0.0051,NA,NA,NA,NA,NA,0.0076,NA,NA,NA,0.2777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7120,"21-19",2011,53.06787,-168.23362,-1204966.76925789,5512350.92913077,96,4.4,NA,NA,NA,NA,NA,NA,9.9131,NA,NA,NA,NA,NA,0.0018,NA,0.0061,NA,0.014,0.0088,NA,NA,NA,0.0536,NA,1.5278,0.8816,NA,NA,0.0228,0.5997,5.7696,NA,NA,NA,NA,1.1854,NA,0.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0158,NA
7121,"79-47",2011,54.24773,-163.49373,-870864.698017874,5569389.11303708,106,4.1,NA,NA,NA,NA,NA,NA,18.1279,NA,NA,NA,NA,NA,NA,NA,0.0095,NA,NA,0.0071,NA,NA,NA,0.0166,15.4852,9.4978,0.553,NA,NA,NA,5.8493,4.4322,NA,NA,NA,1.4554,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4899,NA
7122,"85-47",2011,54.26525,-162.99968,-838998.215178403,5565191.18967508,64,5.1,NA,NA,NA,NA,NA,NA,3.7054,NA,NA,NA,NA,NA,NA,NA,0.0045,NA,NA,NA,NA,NA,0.0018,0.0223,601.7429,NA,NA,1.8683,NA,NA,1.4661,14.7785,NA,NA,NA,16.5914,8.1214,NA,NA,NA,NA,NA,NA,NA,8.5684,NA,1.3677,NA,NA,NA,NA,NA,0.0107,NA,NA,NA,0.2762,NA,NA,0.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4265,NA
7123,"56-48",2011,54.2692,-165.3431,-987840.483901689,5596636.90291629,NA,4.3,NA,NA,NA,NA,NA,NA,4.5418,NA,0.1273,NA,NA,NA,NA,NA,0.5418,NA,0.0253,NA,NA,NA,NA,0.2646,15.088,NA,NA,4.939,NA,0.0172,NA,3.4221,0.1707,NA,NA,4.6772,2.2032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0072,NA,NA,9e-04,NA,NA,NA,NA,NA,2.3567,NA,NA,NA,NA,0.0786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3178,NA
7124,"436-59",2011,54.72882,-134.01262,1016803.58071189,5656032.08686341,208,6,NA,NA,NA,0.0283,NA,NA,5.4954,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0032,NA,0.5556,NA,NA,NA,1.7711,1.0675,NA,NA,NA,0.0518,NA,NA,NA,1.8641,NA,NA,NA,NA,NA,0.0113,NA,0.0226,0.1617,NA,NA,1.3506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2803,NA,NA,12.8024,NA,0.6227,NA,27.4996,2.1553,NA,0.0049,NA,NA,0.0073,11.8966,NA
7125,"139-59",2011,54.74745,-158.5166,-544890.643255787,5573488.95937253,158,4.9,NA,NA,NA,NA,NA,NA,18.7778,NA,NA,NA,0.8426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0531,2.293,5.919,NA,NA,5.1873,0.0158,0.9741,7.4724,NA,NA,NA,NA,NA,NA,0.0886,NA,NA,NA,NA,NA,NA,0.4521,NA,NA,9e-04,NA,NA,NA,NA,NA,0.013,NA,NA,NA,1.0785,0.041,NA,NA,NA,NA,37.5602,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0093,NA,NA,NA,331.0743,NA
7126,"159-69",2011,55.18733,-156.84932,-433740.692588679,5610536.47323059,152,5.4,NA,NA,NA,NA,NA,0.0083,69.6761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,19.5431,6.542,NA,NA,NA,0.1045,NA,4.3492,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,0.3352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3244,NA,NA,11.5989,NA,197.721,NA,NA,NA,1.6013,NA,NA,NA,NA,NA,NA,NA,NA,0.0075,55.4309,NA
7127,"99-69",2011,55.19527,-161.83848,-747088.920603543,5654110.3490349,85,3.2,NA,NA,NA,NA,NA,NA,58.7174,0.1258,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,0.2023,NA,NA,11.4469,0.2159,NA,1.8656,NA,NA,21.5627,28.5946,NA,NA,NA,NA,3.234,NA,NA,1.7126,0.7717,NA,NA,NA,4.4196,NA,8.1933,NA,NA,NA,NA,0.0603,NA,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9529,NA
7128,"133-70",2011,55.19762,-158.9789,-567778.814751683,5627130.12750666,181,4.9,NA,NA,NA,0.0632,2.2029,NA,1321.3234,NA,NA,4.4827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0837,8.372,2.8945,NA,NA,NA,NA,6.0111,10.3094,0.012,NA,NA,NA,0.2177,NA,0.0606,NA,NA,NA,NA,NA,NA,1.0588,NA,NA,NA,NA,NA,NA,NA,0.0043,0.0094,NA,NA,NA,1.1527,0.0051,NA,NA,NA,NA,0.0888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9596,NA
7129,"143-78",2011,55.55023,-158.20477,-514393.475242224,5660181.18354202,137,4.7,NA,NA,NA,NA,NA,NA,87.7618,NA,NA,NA,NA,NA,0.6102,NA,NA,NA,NA,0.3622,NA,NA,NA,0.0624,NA,2.5309,0.1082,NA,NA,NA,23.9188,0.8862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5403,NA,0.5145,NA
7130,"164-78",2011,55.56208,-156.4448,-404294.460913383,5649786.16146804,255,5.2,NA,NA,NA,0.1457,5.3897,NA,15.4668,NA,NA,NA,NA,0.0816,NA,NA,NA,NA,NA,0.0632,NA,NA,NA,NA,NA,22.6647,NA,NA,NA,NA,0.5442,NA,NA,NA,NA,NA,NA,NA,NA,0.0097,NA,NA,NA,0.0386,NA,24.6968,NA,NA,NA,NA,NA,NA,NA,0.0808,NA,NA,NA,NA,2.3218,NA,NA,NA,8.5058,NA,2.0277,NA,NA,NA,NA,NA,NA,NA,0.9129,NA,NA,NA,1.2149,0.0851,1.0885,NA
7131,"141-78",2011,55.56377,-158.32092,-521458.304222138,5662555.88420002,140,4.6,NA,NA,NA,NA,NA,NA,99.1969,NA,NA,NA,NA,NA,0.1443,NA,NA,NA,NA,0.652,NA,NA,NA,NA,1.0822,1.597,0.0924,NA,NA,NA,19.4188,NA,NA,NA,NA,NA,NA,NA,0.0466,NA,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0114,0.0167,NA,NA,1.0726,NA,NA,NA,0.7919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1311,NA,0.7004,NA
7132,"103-78",2011,55.56682,-161.50427,-719304.899993785,5691509.65383685,33,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0798,10.4106,NA,NA,7.1256,NA,NA,3.0824,13.126,0.0099,NA,NA,NA,14.7657,NA,NA,NA,NA,NA,NA,0.026,NA,NA,1.8554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4719,NA,NA,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8081,NA
7133,"179-85",2011,55.8706,-155.18848,-323058.750397634,5677546.69402755,85,5.6,NA,NA,NA,NA,NA,NA,12.2676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0192,NA,NA,NA,1.3229,2.2997,0.0431,NA,NA,NA,10.8832,11.8665,NA,NA,5.9992,19.6705,32.5188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7134,"167-85",2011,55.87208,-156.21922,-387063.176741353,5683013.78798076,215,5.5,NA,NA,NA,0.0703,29.496,NA,33.68,NA,NA,1.2515,NA,0.4761,NA,NA,NA,NA,NA,0.2528,NA,NA,NA,0.0106,1.4846,25.9869,0.0352,NA,NA,NA,46.1458,4.7647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2044,NA,NA,NA,NA,NA,NA,NA,0.0802,0.0057,0.0131,NA,NA,NA,NA,NA,NA,1.3906,NA,2.9406,NA,NA,NA,NA,0.5317,NA,NA,NA,NA,NA,NA,2.3492,0.0074,74.6971,NA
7135,"144-85",2011,55.8809,-158.15193,-506739.210295928,5696508.97458244,115,3.9,NA,NA,NA,NA,NA,NA,50.8176,NA,NA,NA,NA,NA,0.6591,NA,0.039,NA,NA,NA,NA,NA,NA,0.0252,6.6561,2.1023,0.0211,0.2119,NA,NA,4.6106,14.5878,NA,NA,NA,0.2622,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5536,NA,NA,NA,0.0041,NA,NA,NA,NA,0.0739,0.0162,NA,NA,NA,0.0057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4929,NA
7136,"429-86",2011,55.893,-134.55922,953758.824830216,5775027.87623538,90,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0394,NA,NA,NA,NA,0.4363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7412,NA,71.4865,NA,0.6491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7137,"194-92",2011,56.1755,-154.00493,-247482.950918975,5706681.7999134,187,5.1,NA,NA,NA,NA,10.7322,NA,63.1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3516,NA,NA,2.5506,0.0065,13.8248,8.8095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5076,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024,NA,NA,0.537,NA,NA,NA,NA,NA,8.2386,0.8393,NA,NA,0.656,NA,NA,NA,1.2631,NA,NA,NA,NA,0.0049,NA,NA
7138,"181-92",2011,56.17633,-155.05788,-312438.407585403,5711045.18718964,38,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0332,NA,NA,NA,NA,NA,NA,14.2126,NA,NA,NA,NA,0.0454,NA,38.7957,NA,NA,NA,3.0381,11.8817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6155,NA
7139,"182-92",2011,56.19035,-154.94655,-305460.892100534,5712110.91490702,45,6.6,NA,NA,NA,NA,NA,NA,1.8617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0017,0.0269,415.9173,NA,NA,NA,NA,0.0958,NA,46.5863,NA,NA,NA,31.0639,27.3827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1488,NA,21.5582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7140,"145-93",2011,56.20065,-158.05053,-496303.25066259,5731288.32742966,132,4.7,NA,NA,NA,NA,NA,NA,45.461,NA,NA,6.4065,0.8331,NA,0.0061,NA,NA,NA,NA,NA,NA,NA,NA,0.0234,15.9599,NA,NA,4.0485,NA,NA,51.8155,7.7632,NA,NA,NA,0.1248,0.3069,NA,NA,0.0147,0.3398,NA,NA,NA,NA,NA,0.3676,NA,NA,NA,NA,0.0798,NA,NA,0.521,NA,NA,NA,NA,NA,NA,3.8231,6.5452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0225,NA,10.0475,NA
7141,"176-93",2011,56.20112,-155.49612,-339234.1373732,5715878.60971096,54,6.1,NA,NA,NA,NA,NA,NA,2.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0792,NA,NA,NA,NA,NA,2.5351,44.6979,NA,NA,NA,25.1573,3.5475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8807,NA
7142,"214-101",2011,56.5771,-152.34847,-143648.051875874,5746866.15294627,101,5.6,NA,NA,NA,NA,NA,NA,1.9002,NA,NA,NA,NA,NA,NA,0.0243,NA,NA,NA,NA,NA,NA,NA,0.0289,0.1224,0.6425,0.3422,NA,NA,NA,0.3308,5.3764,NA,NA,NA,11.7064,NA,NA,NA,NA,NA,NA,NA,NA,21.8691,0.4372,NA,1.2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0783,NA,NA,NA,NA,3.726,NA,NA,NA,NA,NA,NA,NA,0.0152,0.5232,NA
7143,"218-101",2011,56.58265,-151.98295,-121279.301342524,5746785.24266813,140,5.4,NA,NA,NA,NA,NA,NA,88.2722,NA,0.2821,NA,NA,NA,NA,0.0383,NA,NA,NA,0.0075,NA,NA,NA,NA,12.0712,0.8364,NA,NA,NA,0.0025,NA,2.2191,0.0666,NA,NA,3.1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0657,NA,NA,NA,0.0133,NA,NA,0.0374,NA,NA,NA,NA,NA,1.8392,NA,NA,NA,1.6394,NA,3.8381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0075,NA,NA
7144,"165-101",2011,56.58378,-156.39033,-390323.214808434,5763250.33563448,208,4.3,NA,NA,NA,NA,NA,NA,25.224,NA,NA,NA,NA,NA,0.4058,NA,NA,NA,NA,0.0982,NA,NA,NA,0.0204,NA,0.82,NA,NA,NA,NA,3.7801,3.5346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0093,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1705,0.189,0.0046,NA,NA,NA,0.0704,NA,NA,0.3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4287,NA,5.7814,NA
